270186	273240	過半数が外れたり 激突したりで
273240	277760	成功したミッションは 1/3 しかありません
277760	282940	加えて 現在我々には 火星に行けるほど 大きなロケットがありません
282940	284806	かつてはサターンＶがありました
284806	287840	それが２台もあれば 火星に行けたでしょう
287840	291270	サターンＶは人類が作った 最も壮大な機械であり
291270	293900	月へと連れて行ってくれました
293900	299160	しかしサターンＶが使われたのは 1973年のスライラブ打ち上げが最後で
299160	302386	月着陸の次に 火星へと向かうかわりに
302386	306460	シャトルというのを やることになりました
306460	308160	今あるロケットは
308160	312060	火星に人間を送るには 小さすぎるのです
312060	315240	火星に行くのは 簡単なことではありません
315240	319370	興味深い疑問は —
319370	325160	火星に最初の人間が降り立つのは いつ頃になるのかということです
325160	328850	学者の中には 2050年までに行ければ
328850	331730	大したものだと 考える人もいます
331730	338200	最近では NASAは2040年までに 人間を火星に送れるだろうと言っているようです
338200	340450	できるかもしれません
340450	345720	私自身は2035年までにNASAは 人間を火星軌道に送れると思っていますが
345720	346960	率直に言って
346960	351180	2035年に火星にロケットを送ろう などとはしないでしょう
351180	354086	その時にはもう 人類は 火星にいるからです
354086	358150	2027年には 降り立っているでしょう
358150	359360	その理由は
359360	361600	この男がそうすると 心に決めているからです
361600	367920	彼の名はイーロン･マスク テスラ･モーターズとSpaceXのCEOです
367920	373000	彼は実際 2025年までに 人間を火星に送ると私に言いましたが
373000	375120	イーロンは私よりも
375120	377440	かなり楽観的なので
377440	380960	２年ほど余裕を 持たせました
380960	382140	それでも
382140	383760	問う必要があるでしょう
383760	388760	この男は本当に2025年か2027年までに 成し遂げられるのか？
388760	393070	イーロン･マスクにとっての10年が どんなものか 考えてみましょう
393070	395290	これは10年前 どんなだったでしょう？
395290	397640	テスラの電気自動車です
397640	401030	2005年には 自動車業界の人の多くは
401030	408130	まともな電気自動車ができるまでに 50年はかかると言っていました
408130	410120	これはどうでしょう？
410120	413140	SpaceXのファルコン９ロケットが
413140	417720	国際宇宙ステーションへの６トンの補給物資を 打ち上げているところです
417720	418960	10年前には
418960	424600	SpaceXは どんなロケットも 打ち上げてはいませんでした
424600	426760	だから 十分見込みは あると思います
426760	431540	10年未満で 自動車業界に 革命を起こし
431540	435496	10年未満で ロケット会社を 丸々作り上げた人間なら
435496	438430	2027年までに人類を 火星に連れて行っても
438430	440760	おかしくありません
440760	443760	ここで押さえておかなければ ならないのは
443760	447920	この競争を動かしているのは もはや 政府でもロボットでもないということです
447920	450440	民間企業が宇宙に乗り出し
450440	453800	皆さんを喜んで 火星へと連れて行くでしょう
453800	457180	これは大きな疑問を 提起します
457180	460680	我々は実際 火星で生きられるのか？
460680	464530	NASAは 2040年まで 火星に人間を連れて行けず
464530	467566	民間がずっと早く火星に 到達するとしても
467566	472500	人間が火星で生きられるか調べる上で NASAは大きな役割を果たしています
472500	474600	問題をこのように 見てみましょう
474600	476966	人間が地球上で 生きるのに必要なのは
476966	480240	食料 水 住居 衣服です
480240	482450	そして火星で 生きる上では
482450	486160	これに加えて 酸素が必要です
486160	490280	このリストで最も重要なものについて まず考えてみましょう
490280	493320	水は 既知のすべての生命の 基礎となるものですが
493320	497920	火星で必要となる分を 地球から運ぶには重すぎます
497920	503840	火星で生活しようと思うなら 水を見つける必要があります
503840	506360	火星を見ると まったく乾燥していて
506360	509200	惑星全体が 砂漠のようです
509200	511240	でも そうでないことが 分かっています
511240	516480	土壌だけを取っても 多いと60%も水を含んでいます
516480	520850	今も火星軌道を回っている軌道船が いくつもありますが
520850	524000	それが示しているのは — これは本物の写真ですが
524000	528160	火星のクレーターには 凍った水が たくさんあるということです
528160	531855	そこにコロニーを作り始めるのも 悪くないでしょう
531855	536266	これはフェニックス探査機が2008年に 地面を掘った時の様子ですが
536266	539600	土壌表面のすぐ下に 氷があることを示しています
539600	541750	白いのは氷です
541750	543306	２枚目の写真は
543306	545440	１枚目の４日後に 撮ったものですが
545440	548040	一部蒸発しているのが 分かります
548040	549440	軌道船はまた
549440	553196	火星には大量の地下水や 氷河があることも
553196	554960	教えてくれます
554960	559120	実際 極地の氷が 溶けただけで
559120	562740	火星の大部分が 10mの水に覆われるでしょう
562740	565080	だから水は大量に 存在しますが
565080	567640	大部分は氷として 地下にあり
567640	572040	取り出すためには多くの エネルギーと労力が必要になります
572040	574130	この装置は 1998年に
574130	576840	ワシントン大学で 考案されたものです
576840	579920	これは基本的には ローテクな除湿器です
579920	584086	火星大気は時に湿度が 100%にもなることが分かりました
584086	588100	この装置は人間が 必要とする水を
588100	591890	火星大気から 抽出しようというわけです
591890	595020	次に何を呼吸するか 心配する必要がありますが
595020	598076	NASAがこの問題を 解決済みであることを知って
598076	600280	とても驚きました
600280	603930	これはMITの科学者 マイケル・ヘクトです
603930	606640	彼はこのMoxieという 装置を開発しました
606640	607880	私のお気に入りです
607880	610480	いわば逆燃料電池で
610480	614140	火星の大気を取り込んで 酸素を吐き出します
614140	617936	火星の大気は96%が 二酸化炭素だということを
617936	619830	思い出してください
619830	623920	そして二酸化炭素の78%を 構成しているのが酸素です
623920	628280	NASAが次回火星にローバーを送るのは 2020年ですが
628280	630520	この装置が搭載される予定で
630520	632980	人間１人分の酸素を
632980	635960	ずっと生成し続ける ことができます
635960	638286	しかし それも テストに過ぎず
638286	640896	この装置の すごいところは
640896	643766	100倍の規模まで 拡張できるよう
643766	646610	デザインされていることです
646610	649080	次の問題は何を食べるか ということです
649080	652326	水耕法で農作物を育てる ことになりますが
652326	654376	火星表面を水が流れ
654376	656746	耕作できるようになるまでは
656746	660266	15〜20%より多くの食料を
660266	664680	まかなうことは できないでしょう
664680	665490	それまでは
665490	667270	食料の大部分は 地球から
667270	670480	乾燥した形で 送られることになります
670480	672990	次に住む場所です
672990	676760	はじめは 空気で膨らませた建物や
676760	679040	着陸船を使うことに なるでしょう
679040	682040	しかしこれは 日中だけです
682040	686850	太陽や宇宙線による 放射線が強すぎるので
686850	689360	地下に潜る必要があります
689360	691690	火星の土壌は概して
691690	695080	レンガを作るのに適している ことが分かりました
695080	697320	これもまたNASAが 解明したことです
697320	700200	そのレンガにプラスチックを加え
700200	702000	電子レンジにかけると
702000	705280	厚い壁の建物を 作れるようになります
705280	708190	あるいは地下に沢山存在する
708190	714040	洞窟や溶岩洞に 住むこともできます
714040	715900	最後に何を着るかです
715900	719120	地球では頭上に 何キロも層をなす大気が
719120	722580	常に私たちの体に １気圧の圧力をかけていて
722580	724847	体はそれを押し返しています
724847	728510	火星では大気圧が ほとんどありません
728510	730210	ダバ・ニューマンは
730210	732120	MITの科学者ですが
732120	735200	この格好いい宇宙服を 作りました
735200	736720	これは体を 包み込み
736720	740160	放射線を防ぎ 保温します
740160	742080	考えてみましょう
742080	745960	食料 住居 衣服 水 酸素･･･
745960	747600	実現可能です
747600	749778	本当に
749778	753800	それでもまだ 困難で不自由です
753800	756640	火星で快適な 生活をするための
756640	758240	次なる１歩
758240	760080	非常に大きな１歩となるのが
760080	762440	テラフォーミングです
762440	764480	惑星全体を作り替えて
764480	767740	地球のようにするのです
767740	770396	これは思い上がったことに 聞こえるかもしれませんが
770396	773496	私がお話しすることを実現する テクノロジーはすべて
773496	776200	既に存在するのです
776200	778410	まず温めなければなりません
778410	783120	火星は大気の薄さのせいで とても寒い場所です
783120	785970	そのための鍵が ここにあります
785970	787960	火星の両極は
787960	791720	大量の凍った二酸化炭素で 覆われています
791720	793440	つまりドライアイスです
793440	794786	それを温めてやれば
794786	798790	地球上でと同様 ドライアイスは直接大気へと昇華して
798790	800240	大気が濃くなります
800240	801480	ご存じのように
801480	805840	二酸化炭素には 高い温室効果があります
805840	808060	私のお薦めの方法は
808060	812200	非常に大きな太陽帆を上げて
812200	814320	それを鏡のようにして
814320	817200	焦点をまず南極に合わせます
817200	821326	火星が自転するにつれ ドライアイス全体が温められて昇華し
821326	823520	大気に放出されます
823520	825726	火星の気温が 上がり始めるのに
825726	827486	そう時間はかからず
827486	830560	20年以内でしょう
830560	831680	現在では
831680	833306	赤道上の場所で
833306	835830	真夏の条件の良い日には
835830	838400	気温が実際 20℃に達します
838400	840840	夜には -70℃に 下がりますが
840840	842440	(笑)
842440	846660	ここで狙っているのは 温室効果の暴走です
846660	849350	十分に温度が上昇すると
849350	853860	火星の 特に地中にある氷が 溶け出します
853860	855920	すると本当の魔法が起きます
855920	859200	大気が濃くなると すべて良い方に動き出します
859200	861840	放射線から 保護されるようになり
861840	863840	より暖かくなり
863840	866680	暖かくなることで 水が流れるようになり
866680	868920	耕作ができるようになります
868920	873920	するとさらに 水が大気へと蒸発し 温室効果を強め
873920	878160	火星に雨や雪が 降るようになります
878160	881440	大気が濃くなると 十分な大気圧が生じ
881440	883880	宇宙服を着なくとも 済むようになります
883880	887516	人が生きる上で必要な大気圧は 1/3 気圧程度です
887516	893790	最終的には 火星はカナダのブリティッシュ･ コロンビアのような場所になるでしょう
893790	896190	大気を呼吸可能な ものにするという
896190	898546	難しい問題が残っていますが
898546	901800	これには千年かかる かもしれません
901800	905960	しかし人類は驚くほど賢く 極めて適応力があります
905960	910550	将来の技術で何が可能になるか 分かりません
910550	913750	人間の体に どんなことが 可能になるか分かりません
913750	918326	現在の生物学は様々なものを 制御可能にしつつあります
918326	921350	我々自身の遺伝子も
921350	924080	遺伝子が体内で していることも
924080	926240	そして究極的には
926240	928770	人類の進化までも
928770	932560	いつか地球に住む人類と 火星に住む人類は
932560	937820	若干異なったものに なるかもしれません
937820	940766	しかし火星で何をするのでしょう？ どうやって暮らすのか？
940766	943560	地球と変わらないでしょう
943560	945840	レストランを始める人もいれば
945840	948610	製鉄所を作る人もいるでしょう
948610	951080	誰か火星のドキュメンタリーを作って
951080	954330	地球で売るかもしれません
954330	957916	どこかの馬鹿が リアリティTV番組さえ 始めるかもしれません
957916	959680	(笑)
959680	961960	ソフトウェア会社があり
961960	965760	ホテルがあり 飲み屋があるでしょう
965760	967200	確かなのは
967200	971440	それが我々の生きている時代において 最もインパクトのある出来事であり
971440	974680	ものすごく刺激的なことだろう ということです
974680	978880	10歳の女の子に火星に行きたいか 聞いてご覧なさい
978880	984130	今時の小学生は 火星に住むことを選ぶでしょう
984130	987180	人類が始めて月に降り立った時のことを 思い出してください
987180	990020	その時 人々は顔を見合わせて 言ったものです
990020	993640	｢こんなことができるなら どんなことだってできる！｣
993640	998920	火星にコロニーが作られ始めた時 人々は何を思うでしょう？
998920	1000320	何より重要なのは
1000320	1003720	それによって人類が 宇宙に広がる種になるということです
1003720	1009200	それはつまり 地球に何が起ころうと 人類は生き続けるということです
1009200	1012319	我々が最後の人類に なることはありません
1012319	1013560	ありがとうございました
1013560	1013560	(拍手)
